time (seconds),weight (kg)
24.9288210869,38.965
24.9291441441,39.935
24.9294550419,39.825
25.1671609879,39.686
25.1674320698,39.88
25.1676950455,40.046
25.1679570675,40.102
25.4087691307,40.046
25.4090490341,40.102
25.4093141556,40.157
25.4095759392,40.212
25.6449050903,40.212
25.6452350616,40.323
25.6455490589,40.268
25.8764491081,40.268
25.8767211437,40.296
25.8769831657,40.268
25.877243042,40.296
26.109869957,40.157
26.1101419926,40.046
26.1104049683,40.046
26.1106669903,40.018
26.348744154,39.963
26.34907794,39.88
26.3494110107,39.159
26.5856871605,38.771
26.5859601498,38.855
26.5862240791,37.358
26.5864861012,37.303
26.8238229752,37.219
26.8240950108,34.919
26.8243589401,33.34
26.8246209621,33.838
27.0580101013,33.977
27.0582799911,33.921
27.0585429668,33.894
27.0588040352,33.866
27.3136341572,33.894
27.3140621185,33.783
27.3144659996,33.7
27.3148710728,33.7
27.5966119766,33.672
27.5968849659,33.644
27.5971479416,33.561
27.5974099636,33.534
27.8506519794,33.478
27.851115942,33.534
27.8515839577,33.45
27.8519229889,33.534
28.1129879951,33.34
28.1132600307,33.367
28.1135251522,31.427
28.1137859821,31.206
28.3720920086,31.15
28.3723640442,31.178
28.3726279736,31.261
28.3728880882,30.734
28.6100020409,30.707
28.6102731228,30.818
28.6105351448,30.818
28.6107950211,30.845
28.8552320004,30.873
28.8556110859,30.956
28.8560330868,30.956
28.8563520908,30.845
29.093693018,30.845
29.0939660072,30.762
29.0942299366,30.762
29.0944910049,30.818
29.3342759609,30.762
29.3345470428,20.453
29.3348090649,20.508
29.3350710869,20.785
29.5754361153,21.256
29.5758261681,21.367
29.5762209892,21.617
29.8135471344,21.7
29.8138179779,21.866
29.8140809536,21.977
29.8143420219,22.088
30.0537550449,22.143
30.0540289879,22.337
30.0542941093,22.365
30.054557085,22.476
30.2958819866,22.503
30.2962889671,22.559
30.2966179848,21.755
30.2969391346,21.838
30.5317981243,21.977
30.5320711136,22.171
30.5323340893,22.254
30.5325951576,22.365
30.7740421295,22.005
30.7743151188,9.727
30.7745780945,10.171
31.0133810043,10.587
31.0137519836,10.808
31.0140869617,10.947
31.0144231319,11.141
31.249587059,11.307
31.2498600483,11.446
31.2501251698,11.584
31.2503881454,11.806
31.4882321358,11.972
31.4885029793,12.028
31.488765955,12.222
31.4890270233,12.36
31.7246990204,12.499
31.7249729633,12.61
31.7252371311,12.748
31.7285599709,12.831
31.9643909931,12.915
31.9649059772,13.053
31.9653420448,13.164
32.200368166,13.247
32.2007379532,13.303
32.201061964,13.413
32.2014069557,13.497
32.5063920021,13.552
32.5066640377,13.691
32.5069291592,13.746
32.5071909428,13.774
32.5074529648,13.912
32.7435200214,13.912
32.7437930107,13.968
32.7440550327,13.718
32.7443161011,13.857
32.9836680889,13.912
32.9841361046,13.885
32.9845969677,13.691
33.2215721607,13.746
33.2218461037,13.829
33.222110033,13.857
33.2223730087,12.887
33.4598560333,8.813
33.4601290226,8.952
33.4603941441,9.035
33.4606571198,9.201
33.69866395,9.229
33.6989359856,9.201
33.6991980076,9.256
33.6994590759,9.339
33.9470219612,9.395
33.9472939968,9.45
33.9475569725,9.506
33.9478299618,9.561
34.2188019753,7.954
34.2191729546,8.009
34.2195341587,8.092
34.2199010849,8.176
34.4751889706,8.259
34.475507021,3.159
34.4757721424,2.051
34.4760329723,2.383
34.7218079567,2.522
34.7220821381,2.633
34.7223830223,2.744
34.722645998,2.827
34.723031044,2.993
34.9657700062,3.076
34.9660451412,3.187
34.9663090706,3.215
34.9665720463,3.326
35.2073459625,3.409
35.2077100277,3.52
35.208137989,3.575
35.2084989548,3.824
35.4495840073,3.963
35.4498579502,4.102
35.4501211643,4.268
35.45038414,4.406
35.6955420971,4.6
35.6958990097,4.711
35.6962211132,4.933
35.6965370178,5.182
35.9313600063,5.21
35.9316320419,5.515
35.9318950176,5.598
36.1700820923,5.764
36.1703550816,5.931
36.1706190109,6.069
36.1708800793,6.125
36.4115891457,6.263
36.412124157,6.485
36.4126210213,6.596
36.4129590988,6.679
36.6489510536,6.901
36.6492230892,6.984
36.6494851112,7.122
36.6497449875,7.095
36.8879711628,7.15
36.8882420063,7.289
36.8885059357,7.483
36.8887679577,7.455
37.1265871525,7.677
37.1268589497,7.788
37.1271221638,7.871
37.1273829937,8.009
37.3659350872,8.065
37.3663580418,5.737
37.3667490482,6.18
37.3683321476,5.875
37.6270270348,5.764
37.6274211407,5.792
37.6277930737,5.875
37.6281590462,5.82
37.8813951015,5.958
37.8816690445,6.014
37.8819329739,5.986
37.8822171688,6.014
38.1199879646,6.069
38.1202600002,6.014
38.1205229759,6.097
38.1207840443,6.125
38.3756389618,6.346
38.3759119511,6.818
38.3761761189,4.6
38.3764381409,4.822
38.6148750782,4.905
38.6151480675,4.988
38.6154110432,5.266
38.6156721115,5.46
38.8573620319,4.212
38.8576340675,4.434
38.8578989506,4.517
38.8581600189,4.822
39.0955281258,4.822
39.095801115,4.961
39.0960659981,5.349
39.335627079,5.543
39.335901022,5.681
39.3361649513,4.406
39.3364920616,4.711
39.5918550491,4.988
39.5922579765,4.961
39.592605114,5.46
39.5929570198,5.709
39.593255043,5.903
39.8335120678,6.79
39.8337860107,7.067
39.8340511322,7.649
40.0762250423,7.51
40.0765931606,8.397
40.0769240856,9.09
40.0772600174,9.838
40.314702034,10.448
40.3149740696,11.058
40.315237999,11.141
40.315500021,11.834
40.5562570095,12.333
40.5565309525,12.831
40.5567951202,13.386
40.5570580959,13.801
40.7963571548,14.217
40.7966301441,14.577
40.7968950272,14.882
40.7971580029,15.243
41.0418879986,15.547
41.0421619415,15.769
41.0424261093,16.046
41.042689085,16.379
41.2850110531,16.711
41.285284996,16.85
41.2855501175,17.072
41.2876830101,17.266
41.529925108,17.46
41.5302810669,17.266
41.5306270123,17.376
41.7662100792,17.543
41.7664821148,17.654
41.7667441368,10.115
41.7670061588,10.614
42.0082449913,11.64
42.0085179806,11.945
42.0087809563,12.139
42.0090420246,12.333
42.2496471405,12.61
42.2500190735,12.915
42.2503600121,12.942
42.2506940365,13.219
42.4864561558,12.887
42.4867300987,13.081
42.4869940281,13.164
42.7273020744,13.441
42.7275750637,12.859
42.7278380394,12.915
42.7281000614,4.628
42.9688050747,5.515
42.9690790176,6.208
42.9693419933,6.596
42.9696030617,6.901
43.2061600685,7.289
43.2064349651,7.4
43.2066979408,7.51
43.2069611549,7.594
43.445472002,7.649
43.445745945,7.594
43.4460101128,7.704
43.4462730885,7.843
43.6874990463,7.954
43.687857151,7.982
43.6881940365,7.483
43.6885070801,6.568
43.9240939617,6.928
43.9245340824,7.095
43.9249610901,7.289
43.9253900051,2.827
44.1677360535,3.298
44.1680099964,3.547
44.1682751179,3.714
44.1685380936,3.824
44.409580946,3.908
44.409856081,3.991
44.4101250172,4.157
44.4104030132,4.24
44.6498999596,4.296
44.6501729488,4.462
44.6504380703,4.545
44.6507019997,4.711
44.8894741535,4.905
44.8898301125,4.961
44.8901641369,5.182
45.1279029846,5.321
45.1281759739,5.376
45.1284401417,5.57
45.1287009716,5.487
45.3667621613,5.654
45.3670370579,5.875
45.367303133,6.014
45.3675680161,6.18
45.606577158,6.291
45.6068501472,6.43
45.6071140766,6.651
45.6073770523,6.762
45.84542799,6.928
